candidateId,sourceKind,sourceUriOrPath,extractionMethod,originalContainer,byteLength,sha256,perceptualHash,mimeDetected,decodeStatus,width,height,exactGroundTruthMatch,derivativeMatch,extractionOffsetStart,extractionOffsetEnd,readBytes,elapsedMs,errorCode,label,grade
d66cdf86-666c-465c-b25b-77c63acef9fe,GENERIC_THUMBNAIL,C:\Users\86198\Desktop\CleanARecoveryApp\app\results\008b-cache-profiles\fixtures\DCIM\.thumbnails\123,cache_profile_file_reader,generic_thumbnails,4,78e6847e88e8666ddd5edf96aaf66fc971457214676cc249bb7fb92ee2f857db,,,,0,0,false,false,-1,-1,0,0,,THUMBNAIL,FALSE_POSITIVE
1b68fc78-e6a5-4217-bb68-260293bfe1d6,OEM_GALLERY_CACHE,C:\Users\86198\Desktop\CleanARecoveryApp\app\results\008b-cache-profiles\fixtures\MIUI\photo_blob_cache#4,structured_jpeg_parser,xiaomi_photo_blob,4,32461d5bd1773012acef0ba15636752949bd7c2ce50f9172159d9f56cf0dd9af,,image/jpeg,COMPLETE,0,0,false,false,4,8,12,2,,BLOB_EXTRACTED,FALSE_POSITIVE
